Name,AccountNumber,FirstName,LastName,Email address,LoyaltyMember,LoyaltyPoints
Royce Longley,217474045,Royce,Longley,Royce.Longley@itza.com,Y,10
Denny Fouts,980606793,Denny,Fouts,Denny.Fouts@itza.com,Y,3
Josphine Sparkman,505565219,Josphine,Sparkman,Josphine.Sparkman@itza.com,,
Elvin Machado,451614382,Elvin,Machado,Elvin.Machado@itza.com,,
Santa Mcmackin,471572625,Santa,Mcmackin,Santa.Mcmackin@itza.com,,
Marquerite Headlee,755020115,Marquerite,Headlee,Marquerite.Headlee@itza.com,Y,7
Audrie Tardy,993816565,Audrie,Tardy,Audrie.Tardy@itza.com,,
Gita Thompkins,280101552,Gita,Thompkins,Gita.Thompkins@itza.com,Y,2
Leanne Lamphear,305771097,Leanne,Lamphear,Leanne.Lamphear@itza.com,,
Basilia Mizer,598377213,Basilia,Mizer,Basilia.Mizer@itza.com,Y,7
Marisa Jeremiah,340080851,Marisa,Jeremiah,Marisa.Jeremiah@itza.com,,
Armand Chamness,596578598,Armand,Chamness,Armand.Chamness@itza.com,,
Brianna Carabello,397331737,Brianna,Carabello,Brianna.Carabello@itza.com,Y,1
Jodee Mangino,953602847,Jodee,Mangino,Jodee.Mangino@itza.com,,
Lucas Nowack,688478306,Lucas,Nowack,Lucas.Nowack@itza.com,,
Mel Wince,836267856,Mel,Wince,Mel.Wince@itza.com,,
Kasi Milici,570802125,Kasi,Milici,Kasi.Milici@itza.com,,
Lorenzo Rison,975973816,Lorenzo,Rison,Lorenzo.Rison@itza.com,,
Etha Maxson,292345645,Etha,Maxson,Etha.Maxson@itza.com,,
Henry Aschenbrenner,844332805,Henry,Aschenbrenner,Henry.Aschenbrenner@itza.com,,
Billy Loughlin,668918238,Billy,Loughlin,Billy.Loughlin@itza.com,,
Lavina Jun,874550832,Lavina,Jun,Lavina.Jun@itza.com,,
Cedrick Schwartzman,104674390,Cedrick,Schwartzman,Cedrick.Schwartzman@itza.com,,
Clifford Henkel,560437317,Clifford,Henkel,Clifford.Henkel@itza.com,Y,4
Gregg Petrie,428754293,Gregg,Petrie,Gregg.Petrie@itza.com,,
Jamaal Lindblad,786425949,Jamaal,Lindblad,Jamaal.Lindblad@itza.com,,
Barry Savino,891443705,Barry,Savino,Barry.Savino@itza.com,,
Hilaria Rieck,531422327,Hilaria,Rieck,Hilaria.Rieck@itza.com,,
Alida Fergus,670896035,Alida,Fergus,Alida.Fergus@itza.com,,
Eugena Steigerwald,491102548,Eugena,Steigerwald,Eugena.Steigerwald@itza.com,Y,2
Randee Lui,536478226,Randee,Lui,Randee.Lui@itza.com,,
Patsy Holiday,332271838,Patsy,Holiday,Patsy.Holiday@itza.com,,
Lorenza Mcnellis,756056910,Lorenza,Mcnellis,Lorenza.Mcnellis@itza.com,Y,7
Jamee Leaton,271410954,Jamee,Leaton,Jamee.Leaton@itza.com,Y,1
Divina Rothermel,923262721,Divina,Rothermel,Divina.Rothermel@itza.com,,
Luanna Underhill,385980603,Luanna,Underhill,Luanna.Underhill@itza.com,,
Chieko Bynum,324507923,Chieko,Bynum,Chieko.Bynum@itza.com,,
Digna Demelo,721149466,Digna,Demelo,Digna.Demelo@itza.com,,
Michiko Wicker,606618713,Michiko,Wicker,Michiko.Wicker@itza.com,,
Jong Poulter,864044482,Jong,Poulter,Jong.Poulter@itza.com,,
Erminia Kelso,242863526,Erminia,Kelso,Erminia.Kelso@itza.com,Y,0
Marlo Richeson,557763075,Marlo,Richeson,Marlo.Richeson@itza.com,Y,6
Shanelle Spicer,392842022,Shanelle,Spicer,Shanelle.Spicer@itza.com,,
Brooke Bogert,523520581,Brooke,Bogert,Brooke.Bogert@itza.com,,
Eugenia Bigler,676121520,Eugenia,Bigler,Eugenia.Bigler@itza.com,,
Quintin Shunk,862941437,Quintin,Shunk,Quintin.Shunk@itza.com,,
Eliseo Cormack,595797569,Eliseo,Cormack,Eliseo.Cormack@itza.com,,
Hester Langner,563765865,Hester,Langner,Hester.Langner@itza.com,,
Elijah Lapinski,793926673,Elijah,Lapinski,Elijah.Lapinski@itza.com,,
Fermina Sheperd,664149139,Fermina,Sheperd,Fermina.Sheperd@itza.com,,
Gianna Stegner,182553265,Gianna,Stegner,Gianna.Stegner@itza.com,Y,8
Nakia Mckinzie,209856547,Nakia,Mckinzie,Nakia.Mckinzie@itza.com,Y,4
Asuncion Barb,156327929,Asuncion,Barb,Asuncion.Barb@itza.com,,
Von Gorton,873516291,Von,Gorton,Von.Gorton@itza.com,,
Jackeline Waldo,478544480,Jackeline,Waldo,Jackeline.Waldo@itza.com,,
Virgen Rio,249430208,Virgen,Rio,Virgen.Rio@itza.com,Y,4
Margot Faller,132389361,Margot,Faller,Margot.Faller@itza.com,,
Johnna Dessert,167861485,Johnna,Dessert,Johnna.Dessert@itza.com,,
Faith Wommack,296955060,Faith,Wommack,Faith.Wommack@itza.com,Y,4
Estela Valle,238619354,Estela,Valle,Estela.Valle@itza.com,,
Jaclyn Vandyne,908661114,Jaclyn,Vandyne,Jaclyn.Vandyne@itza.com,,
Dakota Money,199795564,Dakota,Money,Dakota.Money@itza.com,,
Lindsey Meiser,480090814,Lindsey,Meiser,Lindsey.Meiser@itza.com,,
Synthia Robichaux,590951828,Synthia,Robichaux,Synthia.Robichaux@itza.com,Y,7
Modesto Slate,567538655,Modesto,Slate,Modesto.Slate@itza.com,Y,1
Heike Beville,376386689,Heike,Beville,Heike.Beville@itza.com,,
Adah Hertzler,622271374,Adah,Hertzler,Adah.Hertzler@itza.com,Y,2
Renaldo Grave,235992307,Renaldo,Grave,Renaldo.Grave@itza.com,,
Kermit Rios,186649932,Kermit,Rios,Kermit.Rios@itza.com,,
Frederick Worster,679352126,Frederick,Worster,Frederick.Worster@itza.com,,
Felisa Berggren,869169009,Felisa,Berggren,Felisa.Berggren@itza.com,,
Miesha Chace,338796960,Miesha,Chace,Miesha.Chace@itza.com,,
Deandrea Bonenfant,245991668,Deandrea,Bonenfant,Deandrea.Bonenfant@itza.com,,
Trisha Musick,874489756,Trisha,Musick,Trisha.Musick@itza.com,,
Leandra Piermarini,619564882,Leandra,Piermarini,Leandra.Piermarini@itza.com,,
Anisa Jin,578552279,Anisa,Jin,Anisa.Jin@itza.com,,
Shila Obregon,841219618,Shila,Obregon,Shila.Obregon@itza.com,,
Irina Tice,797708312,Irina,Tice,Irina.Tice@itza.com,,
Joy Farrier,702944436,Joy,Farrier,Joy.Farrier@itza.com,,
Myrtie Bohland,913936540,Myrtie,Bohland,Myrtie.Bohland@itza.com,Y,0
Monroe Matteo,490441841,Monroe,Matteo,Monroe.Matteo@itza.com,,
Mao Aquino,347165604,Mao,Aquino,Mao.Aquino@itza.com,Y,2
Sheilah Abel,327836695,Sheilah,Abel,Sheilah.Abel@itza.com,,
Wilfred Hackley,421912588,Wilfred,Hackley,Wilfred.Hackley@itza.com,,
Jacquelin Fielden,585044845,Jacquelin,Fielden,Jacquelin.Fielden@itza.com,,
Donovan Maliszewski,629182218,Donovan,Maliszewski,Donovan.Maliszewski@itza.com,,
Elise Belville,642547182,Elise,Belville,Elise.Belville@itza.com,,
Debbie Cowans,266730402,Debbie,Cowans,Debbie.Cowans@itza.com,,
Enoch Monterrosa,845998639,Enoch,Monterrosa,Enoch.Monterrosa@itza.com,,
Zaida Mccray,799439031,Zaida,Mccray,Zaida.Mccray@itza.com,,
Sheridan Shadley,543701348,Sheridan,Shadley,Sheridan.Shadley@itza.com,,
Patty Denbow,850069863,Patty,Denbow,Patty.Denbow@itza.com,,
Echo Kluender,220973571,Echo,Kluender,Echo.Kluender@itza.com,Y,9
Flossie Cuenca,386224304,Flossie,Cuenca,Flossie.Cuenca@itza.com,,
Leslee Mann,715392800,Leslee,Mann,Leslee.Mann@itza.com,,
Roselia Trivedi,382275366,Roselia,Trivedi,Roselia.Trivedi@itza.com,Y,0
Willena Wirt,396183625,Willena,Wirt,Willena.Wirt@itza.com,,
Theda Pedersen,378740404,Theda,Pedersen,Theda.Pedersen@itza.com,,
Elfreda Urena,639291139,Elfreda,Urena,Elfreda.Urena@itza.com,,
Maple Delillo,568435472,Maple,Delillo,Maple.Delillo@itza.com,,
Evon Lauria,974028738,Evon,Lauria,Evon.Lauria@itza.com,,
Alix Belgrave,274042969,Alix,Belgrave,Alix.Belgrave@itza.com,,
Beth Lee,268891586,Beth,Lee,Beth.Lee@itza.com,,
Darwin Soden,784918508,Darwin,Soden,Darwin.Soden@itza.com,,
Merna Brassard,846556263,Merna,Brassard,Merna.Brassard@itza.com,,
Sanford Villafane,980597010,Sanford,Villafane,Sanford.Villafane@itza.com,Y,7
Yukiko Peralta,969503608,Yukiko,Peralta,Yukiko.Peralta@itza.com,,
Chelsea Bauman,945497358,Chelsea,Bauman,Chelsea.Bauman@itza.com,,
Sharlene Sthilaire,311278027,Sharlene,Sthilaire,Sharlene.Sthilaire@itza.com,,
Germaine Wycoff,993971995,Germaine,Wycoff,Germaine.Wycoff@itza.com,,
Latisha Thorn,722821859,Latisha,Thorn,Latisha.Thorn@itza.com,Y,5
Lyla Achorn,390705478,Lyla,Achorn,Lyla.Achorn@itza.com,Y,8
Adolph Carrington,900741974,Adolph,Carrington,Adolph.Carrington@itza.com,,
Avelina Enger,318892436,Avelina,Enger,Avelina.Enger@itza.com,,
Larisa Newland,827248085,Larisa,Newland,Larisa.Newland@itza.com,Y,4
Gustavo Mayville,480784585,Gustavo,Mayville,Gustavo.Mayville@itza.com,,
Madonna Hackenberg,233288569,Madonna,Hackenberg,Madonna.Hackenberg@itza.com,,
Ammie Toon,442315726,Ammie,Toon,Ammie.Toon@itza.com,,
Kenisha Ishee,308050953,Kenisha,Ishee,Kenisha.Ishee@itza.com,,
Cassandra Reinhard,160958049,Cassandra,Reinhard,Cassandra.Reinhard@itza.com,,
Candis Maupin,794968324,Candis,Maupin,Candis.Maupin@itza.com,,
Mariah Pitzen,342745845,Mariah,Pitzen,Mariah.Pitzen@itza.com,,
Angelita Cabral,562819056,Angelita,Cabral,Angelita.Cabral@itza.com,,
Fausto Mood,987542898,Fausto,Mood,Fausto.Mood@itza.com,Y,4
Rachell Keena,111018059,Rachell,Keena,Rachell.Keena@itza.com,,
Guadalupe Yeager,442820975,Guadalupe,Yeager,Guadalupe.Yeager@itza.com,,
Kiyoko Heth,974777496,Kiyoko,Heth,Kiyoko.Heth@itza.com,,
Dewey Maser,708389283,Dewey,Maser,Dewey.Maser@itza.com,,
Pasquale Towsend,816601555,Pasquale,Towsend,Pasquale.Towsend@itza.com,,
Etsuko Hanley,656707902,Etsuko,Hanley,Etsuko.Hanley@itza.com,,
Carrie Robicheaux,851021917,Carrie,Robicheaux,Carrie.Robicheaux@itza.com,,
Cherie Poffenberger,518856309,Cherie,Poffenberger,Cherie.Poffenberger@itza.com,,
Phoebe Borkholder,345139813,Phoebe,Borkholder,Phoebe.Borkholder@itza.com,,
Terry Leno,114854588,Terry,Leno,Terry.Leno@itza.com,,
Beaulah Poor,424903387,Beaulah,Poor,Beaulah.Poor@itza.com,,
Verona Pergande,505007784,Verona,Pergande,Verona.Pergande@itza.com,,
Donn Mckenny,561903223,Donn,Mckenny,Donn.Mckenny@itza.com,,
Elana Fick,218638096,Elana,Fick,Elana.Fick@itza.com,,
Lecia Poblete,134314895,Lecia,Poblete,Lecia.Poblete@itza.com,,
Brandee Mire,780318723,Brandee,Mire,Brandee.Mire@itza.com,,
Kathie Eiland,750884456,Kathie,Eiland,Kathie.Eiland@itza.com,,
Jacque Sizer,359851178,Jacque,Sizer,Jacque.Sizer@itza.com,Y,7
Darcy Lawler,254726185,Darcy,Lawler,Darcy.Lawler@itza.com,,
Dan Villasenor,918723396,Dan,Villasenor,Dan.Villasenor@itza.com,Y,0
Miss Ranallo,740756835,Miss,Ranallo,Miss.Ranallo@itza.com,,
Roma Tripoli,133211590,Roma,Tripoli,Roma.Tripoli@itza.com,,
Brad Oquin,362194445,Brad,Oquin,Brad.Oquin@itza.com,,
Zane Unger,685552188,Zane,Unger,Zane.Unger@itza.com,,
Annetta Bialaszewski,860328374,Annetta,Bialaszewski,Annetta.Bialaszewski@itza.com,,
Keturah Albaugh,980484067,Keturah,Albaugh,Keturah.Albaugh@itza.com,,
Oretha Cardona,105050906,Oretha,Cardona,Oretha.Cardona@itza.com,Y,5
Claud Valverde,209522698,Claud,Valverde,Claud.Valverde@itza.com,Y,5
Paulene Joubert,391513882,Paulene,Joubert,Paulene.Joubert@itza.com,Y,3
Ezekiel Spengler,111934275,Ezekiel,Spengler,Ezekiel.Spengler@itza.com,,
Ruby Hazell,198464614,Ruby,Hazell,Ruby.Hazell@itza.com,,
Isabella Hamil,191703581,Isabella,Hamil,Isabella.Hamil@itza.com,,
Inger Derrow,209294884,Inger,Derrow,Inger.Derrow@itza.com,,
Jeraldine Stanley,510598855,Jeraldine,Stanley,Jeraldine.Stanley@itza.com,,
Drucilla Muro,558755815,Drucilla,Muro,Drucilla.Muro@itza.com,,
Nick Mcduffie,867042567,Nick,Mcduffie,Nick.Mcduffie@itza.com,,
Lawanda Tedrick,417761855,Lawanda,Tedrick,Lawanda.Tedrick@itza.com,,
Melodi Gregor,568011406,Melodi,Gregor,Melodi.Gregor@itza.com,,
Marissa Costilla,921014063,Marissa,Costilla,Marissa.Costilla@itza.com,,
Katherin Mccord,519746134,Katherin,Mccord,Katherin.Mccord@itza.com,,
Brady Quaranta,869910025,Brady,Quaranta,Brady.Quaranta@itza.com,,
Maybell Gash,568785190,Maybell,Gash,Maybell.Gash@itza.com,,
Reginia Kasten,200437361,Reginia,Kasten,Reginia.Kasten@itza.com,,
Bert Montejano,171199426,Bert,Montejano,Bert.Montejano@itza.com,Y,1
Shea Depriest,758779274,Shea,Depriest,Shea.Depriest@itza.com,,
Stephaine Digregorio,933160961,Stephaine,Digregorio,Stephaine.Digregorio@itza.com,,
Maxwell Hallmark,331293975,Maxwell,Hallmark,Maxwell.Hallmark@itza.com,,
Barbra Manser,420253736,Barbra,Manser,Barbra.Manser@itza.com,,
Kati Appel,497553784,Kati,Appel,Kati.Appel@itza.com,,
Phung Holtzen,946975934,Phung,Holtzen,Phung.Holtzen@itza.com,,
Roberto Cane,501399788,Roberto,Cane,Roberto.Cane@itza.com,,
Pa Goodsell,162867772,Pa,Goodsell,Pa.Goodsell@itza.com,Y,2
Isidra Verduzco,440496446,Isidra,Verduzco,Isidra.Verduzco@itza.com,,
Deidre Viera,652028492,Deidre,Viera,Deidre.Viera@itza.com,,
Denese Fluitt,326170962,Denese,Fluitt,Denese.Fluitt@itza.com,,
Ina Macmillan,960115238,Ina,Macmillan,Ina.Macmillan@itza.com,,
Lashawn Lemasters,813654437,Lashawn,Lemasters,Lashawn.Lemasters@itza.com,,
Mary Peart,705701346,Mary,Peart,Mary.Peart@itza.com,,
Desiree Italiano,856607865,Desiree,Italiano,Desiree.Italiano@itza.com,,
Ione Milera,656096057,Ione,Milera,Ione.Milera@itza.com,,
Jared Kennemer,526251065,Jared,Kennemer,Jared.Kennemer@itza.com,,
Krystin Glasper,335510963,Krystin,Glasper,Krystin.Glasper@itza.com,,
Jamar Lawalin,462726506,Jamar,Lawalin,Jamar.Lawalin@itza.com,,
Nikia Vallee,751379435,Nikia,Vallee,Nikia.Vallee@itza.com,,
Patrick Yedinak,488614484,Patrick,Yedinak,Patrick.Yedinak@itza.com,,
Charlene Cutlip,569476202,Charlene,Cutlip,Charlene.Cutlip@itza.com,Y,1
Jacinto Sosa,432078140,Jacinto,Sosa,Jacinto.Sosa@itza.com,,
Seema Platz,835330796,Seema,Platz,Seema.Platz@itza.com,,
Ethyl Calbert,637344902,Ethyl,Calbert,Ethyl.Calbert@itza.com,,
Keira Rouillard,327071598,Keira,Rouillard,Keira.Rouillard@itza.com,,
Columbus Adrian,345882244,Columbus,Adrian,Columbus.Adrian@itza.com,Y,2
Gavin Tullos,169732360,Gavin,Tullos,Gavin.Tullos@itza.com,,
Paris Student,197980237,Paris,Student,Paris.Student@itza.com,,
Marry Gerdts,519078141,Marry,Gerdts,Marry.Gerdts@itza.com,,
Eduardo Zipp,558431303,Eduardo,Zipp,Eduardo.Zipp@itza.com,,
Lyle Drager,802468150,Lyle,Drager,Lyle.Drager@itza.com,,
Lizbeth Quick,585377263,Lizbeth,Quick,Lizbeth.Quick@itza.com,,
Kevin Schreck,491796019,Kevin,Schreck,Kevin.Schreck@itza.com,,
Rocky Rosenow,988950292,Rocky,Rosenow,Rocky.Rosenow@itza.com,,
Svetlana Mosquera,955260149,Svetlana,Mosquera,Svetlana.Mosquera@itza.com,,
Janae Poisson,350579130,Janae,Poisson,Janae.Poisson@itza.com,,
Kandice Briscoe,573202764,Kandice,Briscoe,Kandice.Briscoe@itza.com,,
Bambi Tuthill,907974601,Bambi,Tuthill,Bambi.Tuthill@itza.com,,
Elouise Tony,657168654,Elouise,Tony,Elouise.Tony@itza.com,,
Suzanna Babineau,313534868,Suzanna,Babineau,Suzanna.Babineau@itza.com,,
Angelena Mayen,516840000,Angelena,Mayen,Angelena.Mayen@itza.com,,
Brendan Sommers,666642497,Brendan,Sommers,Brendan.Sommers@itza.com,,
Anastasia Becker,635612522,Anastasia,Becker,Anastasia.Becker@itza.com,,
Jorge Saito,866587530,Jorge,Saito,Jorge.Saito@itza.com,,
Ted Zell,240041407,Ted,Zell,Ted.Zell@itza.com,,
Macie Hagstrom,187602921,Macie,Hagstrom,Macie.Hagstrom@itza.com,,
Sonja Harbison,831725219,Sonja,Harbison,Sonja.Harbison@itza.com,,
Lida Jacquet,730332952,Lida,Jacquet,Lida.Jacquet@itza.com,,
Merrilee Rance,183808540,Merrilee,Rance,Merrilee.Rance@itza.com,,
Ellen Grady,896664610,Ellen,Grady,Ellen.Grady@itza.com,,
Jenni Caspers,820350824,Jenni,Caspers,Jenni.Caspers@itza.com,,
Carleen Yerian,189108655,Carleen,Yerian,Carleen.Yerian@itza.com,,
Margy Herriott,322416731,Margy,Herriott,Margy.Herriott@itza.com,Y,1
Vanesa Stratton,946197448,Vanesa,Stratton,Vanesa.Stratton@itza.com,,
King Pawloski,370546186,King,Pawloski,King.Pawloski@itza.com,,
Violette Gerena,701275066,Violette,Gerena,Violette.Gerena@itza.com,,
Ethan Contreras,496897632,Ethan,Contreras,Ethan.Contreras@itza.com,,
Todd Crews,864947881,Todd,Crews,Todd.Crews@itza.com,,
Jamison Damore,338702139,Jamison,Damore,Jamison.Damore@itza.com,,
Orlando Pasquariello,814458733,Orlando,Pasquariello,Orlando.Pasquariello@itza.com,Y,7
Ayana Normand,836790571,Ayana,Normand,Ayana.Normand@itza.com,,
Elvina Blazer,993527724,Elvina,Blazer,Elvina.Blazer@itza.com,,
Reed Bevacqua,439790565,Reed,Bevacqua,Reed.Bevacqua@itza.com,Y,6
Nelida Gast,770760917,Nelida,Gast,Nelida.Gast@itza.com,Y,4
Katelyn Ayala,753637010,Katelyn,Ayala,Katelyn.Ayala@itza.com,Y,3
See Rothe,528506302,See,Rothe,See.Rothe@itza.com,,
Giuseppina Burda,376513529,Giuseppina,Burda,Giuseppina.Burda@itza.com,Y,4
Rosalyn Lemke,633968520,Rosalyn,Lemke,Rosalyn.Lemke@itza.com,,
Clarence Lichty,247810054,Clarence,Lichty,Clarence.Lichty@itza.com,,
Franklyn Clune,542536760,Franklyn,Clune,Franklyn.Clune@itza.com,,
Christia Baily,468434735,Christia,Baily,Christia.Baily@itza.com,Y,10
Juliann Wallander,603756130,Juliann,Wallander,Juliann.Wallander@itza.com,,
Zofia Commons,113185069,Zofia,Commons,Zofia.Commons@itza.com,,
Rosena Tiner,349988005,Rosena,Tiner,Rosena.Tiner@itza.com,Y,1
Rafaela Johnosn,513845120,Rafaela,Johnosn,Rafaela.Johnosn@itza.com,,
Colleen Cothren,437419631,Colleen,Cothren,Colleen.Cothren@itza.com,,
Emelia Dodd,658372779,Emelia,Dodd,Emelia.Dodd@itza.com,Y,3
Jennell Cairo,440500089,Jennell,Cairo,Jennell.Cairo@itza.com,,
Augustina Mehaffey,393434167,Augustina,Mehaffey,Augustina.Mehaffey@itza.com,,
Leatha Starkes,406622692,Leatha,Starkes,Leatha.Starkes@itza.com,,
Lon Colmenero,311268665,Lon,Colmenero,Lon.Colmenero@itza.com,,
Jordan Eddings,410788384,Jordan,Eddings,Jordan.Eddings@itza.com,Y,5
Junie Skipworth,883498305,Junie,Skipworth,Junie.Skipworth@itza.com,,
Desmond Eckel,346453350,Desmond,Eckel,Desmond.Eckel@itza.com,,
Randal Heimer,836469977,Randal,Heimer,Randal.Heimer@itza.com,,
Ilona Raff,560908058,Ilona,Raff,Ilona.Raff@itza.com,,
Billie Scot,123438275,Billie,Scot,Billie.Scot@itza.com,,
Thersa Hohman,582078531,Thersa,Hohman,Thersa.Hohman@itza.com,,
Nila Nicastro,125477124,Nila,Nicastro,Nila.Nicastro@itza.com,,
Roosevelt Lord,923008225,Roosevelt,Lord,Roosevelt.Lord@itza.com,,
Reta Kyler,358927820,Reta,Kyler,Reta.Kyler@itza.com,Y,10
Dorathy Enright,113947984,Dorathy,Enright,Dorathy.Enright@itza.com,,
Dominica Rudie,645857772,Dominica,Rudie,Dominica.Rudie@itza.com,,
Alisia Wadleigh,331205740,Alisia,Wadleigh,Alisia.Wadleigh@itza.com,,
Laveta Southworth,729027774,Laveta,Southworth,Laveta.Southworth@itza.com,,
Leo Jasmin,308556737,Leo,Jasmin,Leo.Jasmin@itza.com,,
Marylynn Weiner,106989499,Marylynn,Weiner,Marylynn.Weiner@itza.com,Y,2
Alexis Kalinowski,471525228,Alexis,Kalinowski,Alexis.Kalinowski@itza.com,Y,0
Ilana Strack,420270670,Ilana,Strack,Ilana.Strack@itza.com,,
Vincenzo Burrows,346226094,Vincenzo,Burrows,Vincenzo.Burrows@itza.com,,
Bennie Magdaleno,328013491,Bennie,Magdaleno,Bennie.Magdaleno@itza.com,,
Vern Koppes,632814961,Vern,Koppes,Vern.Koppes@itza.com,Y,4
Sydney Chavarria,339278383,Sydney,Chavarria,Sydney.Chavarria@itza.com,,
Mindy Klausner,114209725,Mindy,Klausner,Mindy.Klausner@itza.com,,
Lynnette Kemble,718436415,Lynnette,Kemble,Lynnette.Kemble@itza.com,,
Annice Gabaldon,106402068,Annice,Gabaldon,Annice.Gabaldon@itza.com,,
Arnita Hieb,900349229,Arnita,Hieb,Arnita.Hieb@itza.com,,
Rodrick Olah,322558900,Rodrick,Olah,Rodrick.Olah@itza.com,,
Valencia Sosnowski,674281849,Valencia,Sosnowski,Valencia.Sosnowski@itza.com,,
Carolina Nissen,693032126,Carolina,Nissen,Carolina.Nissen@itza.com,,
Samira Tsao,338094522,Samira,Tsao,Samira.Tsao@itza.com,Y,9
Minta Arrieta,350796372,Minta,Arrieta,Minta.Arrieta@itza.com,,
Tam Chapa,289208092,Tam,Chapa,Tam.Chapa@itza.com,,
Leisa Younger,130313166,Leisa,Younger,Leisa.Younger@itza.com,,
Kaitlyn Chrysler,281533031,Kaitlyn,Chrysler,Kaitlyn.Chrysler@itza.com,,
Geraldine Carmona,710025836,Geraldine,Carmona,Geraldine.Carmona@itza.com,Y,9
Kayleen Reitzel,565847204,Kayleen,Reitzel,Kayleen.Reitzel@itza.com,,
Bud Claire,592414021,Bud,Claire,Bud.Claire@itza.com,,
Bonita Davison,343261225,Bonita,Davison,Bonita.Davison@itza.com,,
Stephenie Touchstone,512951291,Stephenie,Touchstone,Stephenie.Touchstone@itza.com,,
Bok Sibley,387782531,Bok,Sibley,Bok.Sibley@itza.com,Y,8
Caterina Ostrander,328500951,Caterina,Ostrander,Caterina.Ostrander@itza.com,,
Ruthann Vanatta,962028257,Ruthann,Vanatta,Ruthann.Vanatta@itza.com,Y,2
Renna Evens,941610560,Renna,Evens,Renna.Evens@itza.com,,
Marisela Dendy,566347374,Marisela,Dendy,Marisela.Dendy@itza.com,,
Joe Bleau,890797378,Joe,Bleau,Joe.Bleau@itza.com,,
Dortha Peterson,229410665,Dortha,Peterson,Dortha.Peterson@itza.com,,
Sherri Hollenbach,170295487,Sherri,Hollenbach,Sherri.Hollenbach@itza.com,,
Charissa Siemens,471221554,Charissa,Siemens,Charissa.Siemens@itza.com,,
Alyssa Crisman,410459003,Alyssa,Crisman,Alyssa.Crisman@itza.com,Y,10
Tashina Sabine,565360991,Tashina,Sabine,Tashina.Sabine@itza.com,,
Betsey Redfearn,914222802,Betsey,Redfearn,Betsey.Redfearn@itza.com,,
Minh Chatterton,422800576,Minh,Chatterton,Minh.Chatterton@itza.com,,
Cletus Mcnichols,687448148,Cletus,Mcnichols,Cletus.Mcnichols@itza.com,,
Thi Blewett,817562731,Thi,Blewett,Thi.Blewett@itza.com,,
Tifany Pebley,898255140,Tifany,Pebley,Tifany.Pebley@itza.com,,
Melinda Pritt,744866043,Melinda,Pritt,Melinda.Pritt@itza.com,,
Markus Hacker,777935403,Markus,Hacker,Markus.Hacker@itza.com,,
Wade Wade,484295020,Wade,Wade,Wade.Wade@itza.com,,
Tuan Sorrentino,722024680,Tuan,Sorrentino,Tuan.Sorrentino@itza.com,,
Magdalen Ratcliff,871739133,Magdalen,Ratcliff,Magdalen.Ratcliff@itza.com,,
Donnie West,119399420,Donnie,West,Donnie.West@itza.com,,
Toccara Goods,295834167,Toccara,Goods,Toccara.Goods@itza.com,,
Josie Sauders,455076073,Josie,Sauders,Josie.Sauders@itza.com,,
Douglass Rolland,125326835,Douglass,Rolland,Douglass.Rolland@itza.com,,
Tori Cail,246826839,Tori,Cail,Tori.Cail@itza.com,,
Marita Edmondson,798434580,Marita,Edmondson,Marita.Edmondson@itza.com,,
Ashley Cozad,513526695,Ashley,Cozad,Ashley.Cozad@itza.com,,
Edelmira Stiner,664955162,Edelmira,Stiner,Edelmira.Stiner@itza.com,Y,1
Tracey Wilbert,881343235,Tracey,Wilbert,Tracey.Wilbert@itza.com,,
Sophie Alls,399969124,Sophie,Alls,Sophie.Alls@itza.com,Y,6
Williemae Enciso,756134426,Williemae,Enciso,Williemae.Enciso@itza.com,,
Hai Ehret,708041966,Hai,Ehret,Hai.Ehret@itza.com,Y,4
Franklin Wannamaker,756463954,Franklin,Wannamaker,Franklin.Wannamaker@itza.com,Y,7
Brittaney Arndt,661538782,Brittaney,Arndt,Brittaney.Arndt@itza.com,,
Tammi Renfrew,293905623,Tammi,Renfrew,Tammi.Renfrew@itza.com,,
Melodee Abercrombie,765676591,Melodee,Abercrombie,Melodee.Abercrombie@itza.com,,
Elizebeth Rhem,566481075,Elizebeth,Rhem,Elizebeth.Rhem@itza.com,Y,5
Cheyenne Stach,746346899,Cheyenne,Stach,Cheyenne.Stach@itza.com,,
Carlie Boddy,815000179,Carlie,Boddy,Carlie.Boddy@itza.com,Y,4
Leticia Draeger,932506295,Leticia,Draeger,Leticia.Draeger@itza.com,,
Jann Butterworth,584003384,Jann,Butterworth,Jann.Butterworth@itza.com,,
Evan Lindemann,409686921,Evan,Lindemann,Evan.Lindemann@itza.com,,
Susannah Geist,293589034,Susannah,Geist,Susannah.Geist@itza.com,,
Delilah Coonrod,464214188,Delilah,Coonrod,Delilah.Coonrod@itza.com,,
Anisha Sorensen,233794973,Anisha,Sorensen,Anisha.Sorensen@itza.com,,
Hattie Speicher,869793224,Hattie,Speicher,Hattie.Speicher@itza.com,,
Sarah Gilfillan,876750372,Sarah,Gilfillan,Sarah.Gilfillan@itza.com,,
Talia Reno,281040804,Talia,Reno,Talia.Reno@itza.com,Y,4
Salvador Mace,890609864,Salvador,Mace,Salvador.Mace@itza.com,,
Shandra Bowser,323974454,Shandra,Bowser,Shandra.Bowser@itza.com,,
Melba Hammaker,381758910,Melba,Hammaker,Melba.Hammaker@itza.com,Y,1
Jann Papke,726875662,Jann,Papke,Jann.Papke@itza.com,,
